participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0432,17,Other,Student,3,2.8,49,48,2.6,110.3,3,4.6,3,6.4,8.4,3.3,9.1,8,2.1,7.7,6.8,8.6,7.6,7.5,1.2,2.1,3.2,News,4.9,3.1,8.7,9.5,I mainly use YouTube for learning.,0.35,0.07,Calm,Low,28,2.7,37.9
P0433,28,Male,Student,6.5,6.1,13,47,9,99.1,6.7,8.1,1.2,9.1,8.6,8.6,2.9,5.3,6.8,2.3,6.8,2.2,3.3,5.8,5,1.9,1.4,Lifestyle,9.4,7.1,7,3.9,I use social media for entertainment daily.,0.78,0.86,Neutral,Moderate,67.4,7.2,71.4
P0434,31,Female,College Student,9.5,8.8,35,65,7.7,117.3,9.2,9.5,10,9.5,5,8.7,6.1,2.5,8.9,1,8.6,5.7,1.4,4.2,7.8,2.6,5,Memes,9.2,9.2,6.5,4.3,I feel mentally tired after social media usage.,-0.9,0.96,Restless,High,89.2,8.8,83.7
P0435,18,Female,Employee,2.2,2.1,24,65,2.6,31.8,2.7,2.8,2.1,2.3,4.5,6.2,9.9,6.9,2.9,7,4.2,6.7,7.3,7.9,1.4,9.8,1.3,Gaming,8.3,3.8,7.3,8.9,I rarely spend too much time online.,0.14,0.13,Calm,Low,27.2,2.6,40.1
P0436,34,Male,Freelancer,6.3,2.9,11,105,7.6,5.4,6.3,7.1,7.3,2.3,8.4,4.7,4.2,1.3,5.1,4.8,1.4,4.4,4.1,5.8,6.3,5.7,8.6,Memes,7.8,5.7,6.8,8.6,I sometimes get distracted while studying.,0.46,0.37,Excited,Moderate,61,6.3,54.7
P0437,25,Male,Employee,9.2,8.9,27,18,3.9,52.8,9,9.8,5,9.8,5,4.5,3.7,2.8,7.7,2.8,1.2,6.4,2.9,4.4,9.6,4,1.3,Shorts,4.3,9.2,6.4,2.4,I constantly switch between apps during study time.,-0.34,0.72,Restless,High,90.6,7.5,78.9
P0438,27,Male,Creator,10.5,0.8,50,46,8.7,67.3,8.9,9.2,8.4,5.8,6.8,5.1,5.5,3.3,9.5,0.4,6.2,2.1,0.2,3.8,8.7,9.9,3.4,Reels,5.3,10.1,7.9,3.3,I feel mentally tired after social media usage.,-0.87,0.98,Anxious,High,92.8,9.4,82.2
P0439,29,Other,Employee,8.6,1.2,46,107,8,98.3,9.3,11.2,8,3,7.8,8.7,2.6,2.9,7.6,2.7,3.5,1.4,2,4.7,9.5,3.5,6.6,Memes,5.5,8.8,8,9.9,I cannot stop scrolling reels late at night.,0.77,0.58,Restless,High,92.8,8.4,87
P0440,29,Other,Student,3.8,0.8,24,16,7.1,115.1,2.8,4.2,7.7,1.5,9.5,3.3,7.4,3.8,2.8,6.8,9.7,3.6,7,7.1,1.4,6,8.6,Lifestyle,4.5,3.4,6.5,1.2,I rarely spend too much time online.,-0.67,0.74,Calm,Low,29.2,4.1,32.5
P0441,25,Female,College Student,11.8,8.8,54,118,8,14.2,9.5,11.1,8.5,1.6,6.7,4.6,4.8,5.3,8.6,2.3,6.2,4.4,2.2,3.1,8.1,8.5,6.1,Educational,7.8,9.9,6.3,4,I cannot stop scrolling reels late at night.,0.67,0.16,Stressed,High,94.4,9.5,85.7
P0442,35,Other,Student,8.2,8,52,34,8,15.6,8.2,8.5,1.8,4.7,6.4,1.3,4.6,4.3,10,-0.6,9.4,1.7,-0.9,4.9,8.9,7.7,4.6,Gaming,5.8,9.3,3.8,4.3,I constantly switch between apps during study time.,-0.56,0.75,Stressed,High,89.8,8.6,75.8
P0443,21,Other,Freelancer,8.6,0.1,38,65,2.3,54.1,8.3,10.1,8.4,8.9,5.3,7.4,6.4,9.6,8.4,0.7,5.2,4.1,2.4,4.7,9.3,5.4,5.4,Educational,2.5,8.7,4.9,8.1,I constantly switch between apps during study time.,-0.91,0.95,Anxious,High,89.6,6.9,92.7
P0444,17,Female,Employee,6.5,4.8,60,52,8.5,20.6,6.2,7.3,9.7,8.9,3.8,9.9,7.5,1.1,4.8,6.1,4.8,3.8,5.8,5.8,5.9,5,2.9,Gaming,4.6,6.4,4.8,2.4,I use social media for entertainment daily.,0.3,0.02,Excited,Moderate,61.2,6.5,62.4
P0445,19,Male,Student,3.9,2.6,20,125,5,45.2,2.7,3,9.5,8.6,7.1,3.8,8.5,8.7,2.8,7.3,8,3.8,8.1,7,1.4,6.4,8.6,Lifestyle,2,3.6,3.4,8.2,I mainly use YouTube for learning.,-0.92,0.5,Calm,Low,27,3.6,39
P0446,22,Female,Student,3.5,2.9,44,105,7.8,104.6,1.5,3,3.7,9.2,8.8,9.1,8.8,6.5,1.6,7.9,8,4.9,7.6,7.2,1,1.4,6.9,Lifestyle,9.7,2.2,8,4.8,I rarely spend too much time online.,-0.85,0.74,Neutral,Low,18.6,3.6,37.3
P0447,32,Other,Creator,4,0.2,30,69,7.8,49.9,5.4,5.8,6.5,4.1,6.9,4.4,1.5,4.9,6.5,3.5,9.9,4.3,2.9,7,4.2,6.4,1.9,Educational,8.4,6.8,2.3,6.8,I use social media for entertainment daily.,-0.78,0.27,Excited,Moderate,57.4,5.9,57
P0448,26,Male,Student,1.2,1.1,25,101,9.7,28,2.6,4.5,6.8,4.8,3.1,2.9,1.7,3.9,1.2,8.2,6.2,5,8.5,8.4,2.6,3.2,8.2,Memes,3.5,2.1,3.6,8.3,I use social media casually.,0.71,0.2,Calm,Low,26,3.7,29.7
P0449,21,Female,Freelancer,1.3,0.7,42,22,10,61.9,1.9,3.4,4.5,7,6.5,6.5,1.6,5.7,2.6,7.6,2.8,3.9,7.9,8.3,2.1,3.9,6.8,Memes,7.2,3.1,8.9,4.2,I use social media casually.,-0.83,0.1,Calm,Low,26.2,4,38
P0450,18,Male,Employee,11.4,9.4,28,115,8.2,115.2,8.2,9.2,1.6,7.8,1.1,1.7,6.3,7.3,7.8,2.6,5.4,6.4,1.4,3.3,8.6,5.3,2.6,Lifestyle,6.3,8.6,7.9,9.3,I feel anxious without checking my notifications.,-0.65,0.08,Restless,High,84.8,8.9,77.1
P0451,20,Other,Creator,6.4,2.5,32,34,3.5,40,5.6,7.5,4.2,4.1,8.1,3.9,7,6.4,6.9,2.1,1.3,4.5,3.4,5.8,4.8,9.4,3.2,Shorts,4.9,7.1,6.6,3.1,I sometimes get distracted while studying.,0.4,0.33,Excited,Moderate,63.8,5.6,63.3
P0452,26,Female,Freelancer,4.6,2.6,31,146,7.1,116.8,4.7,4.8,6,9.5,6.2,8,1.2,7.2,4.8,5.8,2.7,9.7,5.1,6.7,6.2,9.5,6.9,Reels,6.2,5.1,4,2.7,I use social media for entertainment daily.,-0.29,0.91,Neutral,Moderate,51.2,5.3,61.2
P0453,20,Other,Employee,10.4,8.8,19,115,7,41.6,8,8.3,7,6.9,8.5,8,5.3,5,8.5,0.7,9.8,4.3,1.4,3.8,7.8,4.5,2.6,News,5.9,9.1,5,8.3,I cannot stop scrolling reels late at night.,0.22,0.73,Restless,High,83.4,8.5,82.1
P0454,34,Female,Employee,3.2,1.7,27,34,8.7,68.4,1.2,3.2,1.6,6.1,8,8.4,1.1,3.3,2.7,7.1,7.5,9.9,7,7.4,2.2,4.4,8.3,Memes,1.1,2.3,7.1,9.7,I mainly use YouTube for learning.,0.72,0.23,Calm,Low,23.2,3.9,35
P0455,23,Other,Employee,5.4,2.7,12,56,7.8,64,5.1,5.9,9.4,3.9,7.9,8.1,6.1,7,5.1,4.2,9.7,2.7,4.2,6.3,6.7,2.1,9.1,News,9.2,5.6,2.1,2.1,I occasionally lose track of time online.,0.47,0.53,Neutral,Moderate,56.8,5.8,65.2
P0456,29,Male,Employee,7.5,3.8,33,107,2.4,71.8,5.1,6.9,3.2,1.2,1.2,3,6,1.9,5.1,5.5,5.9,4.9,5.1,5.2,6.6,6.4,8.4,Lifestyle,6.8,5.6,9.8,8.8,I spend a moderate amount of time on social media.,-0.22,0.41,Neutral,Moderate,58.6,5,51.3
P0457,28,Male,Employee,3.3,0,34,80,5.4,20.7,2.7,3.6,7.4,1.9,4.1,2.8,9.5,5.9,2.4,7.5,8.1,3.2,8.6,7.3,1.2,5.6,2.5,Reels,2.4,3.2,9.3,1.1,I rarely spend too much time online.,0.68,0.25,Neutral,Low,26.2,3.4,32.7
P0458,25,Other,Creator,6,3.6,56,81,3.8,61.7,4.4,6,3.3,2.2,2.8,1.7,2.7,9.6,5.7,5,9.2,7.5,4.9,6,4.4,7.5,4.6,Shorts,9.1,5.4,7.4,6.6,I spend a moderate amount of time on social media.,-0.97,0.24,Excited,Moderate,51.8,5,55.8
P0459,16,Female,College Student,3.6,1.8,37,145,9.3,99.5,2.7,2.7,4.3,5.7,9.1,8.1,5.6,6,1.4,9.3,5.6,2.8,8.8,7.2,1.6,2.6,7.8,Lifestyle,5,2.9,8.1,5.1,I can control my screen usage effectively.,-0.05,0.85,Calm,Low,22.6,4.2,38.1
P0460,26,Male,Creator,1.7,0.1,21,105,1.6,39.5,1.7,3.3,4.8,1.2,1.2,6.6,2.6,5,2.1,7.3,5.1,2.4,8.6,8.2,1.9,8,9.2,Lifestyle,3.3,2.9,8.3,3.9,I mainly use YouTube for learning.,0.33,0.41,Calm,Low,23.8,1.8,35.2
P0461,31,Other,Employee,10,2.8,20,130,8.9,90.6,9.1,10.1,6.2,7.7,8.3,3.4,9.6,8.8,8,1.9,2,6.8,1.7,4,9.8,1.3,7.5,Reels,9.8,8.7,7.6,9.2,I spend hours watching shorts without realizing time.,-0.15,0.93,Restless,High,91.4,9,86.9
P0462,27,Male,Creator,2.7,0.3,6,49,1.3,22.8,1.3,2.5,7.3,6.5,1.4,8,6.1,1.7,1.3,8.7,1.6,9.6,8.4,7.7,1.1,7.1,4.7,News,6.1,2.1,5,6.2,I rarely spend too much time online.,-0.28,0.35,Neutral,Low,16.6,1.6,27
P0463,34,Other,Creator,5.1,2.1,31,106,4.5,115.3,5,5.1,2.4,6.2,4,8.8,3.7,7.2,5.6,4.9,8.7,4.2,5.2,6.5,5.8,5.5,3.9,Reels,8.7,5.8,3.7,4.3,I sometimes get distracted while studying.,0.37,0.85,Excited,Moderate,54.6,5,65
P0464,26,Male,Employee,1.2,0.6,56,26,8.5,24.6,1.2,2.3,6.9,7.2,7.1,6.7,1.7,10,1.1,9.5,4.3,10,9.9,8.4,1.7,1.6,3.4,News,6.8,2,5.9,1.7,I mainly use YouTube for learning.,0.85,0.91,Neutral,Low,16.6,3,37.5
P0465,21,Male,College Student,7.9,1.4,6,53,9.7,50.2,6.7,7.4,6.9,3.5,1.4,3.4,1.8,9.9,4.9,5.5,3.4,7.4,5.7,5,4.6,8.8,2,News,3.2,6.6,5.3,1.5,I sometimes get distracted while studying.,-0.04,0.97,Neutral,Moderate,60.4,7.3,65.2
P0466,31,Other,College Student,8.7,4.4,23,21,5.7,31.9,9.6,10.2,4.2,5.8,9.7,4.7,4,2.6,9.7,0.1,4.1,2.4,1.1,4.7,7.6,7.7,9.4,Gaming,5.4,10,2,4.9,I spend hours watching shorts without realizing time.,0.41,0.44,Stressed,High,94.2,8.4,81.6
P0467,25,Female,Student,9.1,5,16,116,1.6,94.9,8.5,9.5,7.8,7.2,1.8,3.9,7,4,7.6,3.2,2.1,6.8,2.5,4.5,9,3.9,2.5,Lifestyle,9.1,8.5,3.8,5.1,I feel anxious without checking my notifications.,0.54,0.36,Anxious,High,86.2,6.7,76.5
P0468,34,Other,Employee,5,1.3,26,136,4.1,79,4.8,6.2,6.9,9.5,4.9,6,6.1,7.9,4.2,5.3,7.3,2.3,6.2,6.5,5.3,10,2.8,Memes,4.6,4.6,6.3,3.2,I spend a moderate amount of time on social media.,0,0.36,Neutral,Moderate,50.2,4.5,58.5
P0469,18,Other,Creator,7.1,5.5,13,122,5.8,62.6,6.2,6.5,2.5,1.6,3.6,8.6,6.9,6.3,6.4,3.4,1.3,2.8,2.7,5.5,6.3,3.5,6.8,Gaming,2.2,6.3,4.5,2.3,I occasionally lose track of time online.,-0.87,0.23,Excited,Moderate,63.4,6.4,69.9
P0470,25,Female,Freelancer,6.7,2.7,58,18,4.7,39.2,5.6,6.4,8.6,2.9,8.2,3.9,4.9,9.6,5.2,3.9,5.6,8.5,5,5.7,5.2,8,5.4,Memes,9.2,6.1,6,9.8,I use social media for entertainment daily.,-0.19,0.78,Neutral,Moderate,57,5.5,63
P0471,19,Female,College Student,3.7,0.9,30,21,5.9,11.8,2.4,4,1.4,6,5.7,9,2,2.8,3,6.7,8.3,4.6,6.5,7.2,1.3,2.9,8.7,Gaming,1.9,3.1,4.4,5.4,I mainly use YouTube for learning.,-0.43,0.65,Calm,Low,27.6,3.8,38.4
P0472,21,Male,Employee,1.6,1.4,16,120,3.8,31.8,2.1,3.8,5.6,8,9.3,4.6,8.6,3.8,2.6,7.9,7.4,1.5,7.3,8.2,2,5.5,9.7,Reels,9.8,3.3,2.1,3.4,I mainly use YouTube for learning.,-0.43,0.99,Calm,Low,27.6,2.5,33.3
P0473,22,Male,Student,9.8,9.6,51,79,4.6,83.3,8.4,10.2,3.5,7.6,4.9,3.2,4.2,1,8.1,2.1,3.9,5.9,2.1,4.1,9.7,1.4,2,Gaming,1.5,8.7,3,3.3,I spend hours watching shorts without realizing time.,0.41,0.15,Anxious,High,90.2,7.7,73.9
P0474,21,Male,Creator,1.5,1.5,49,147,9.6,119.9,1.7,2.5,8.1,6.8,6.2,8.8,8.8,2.2,2.6,7.4,4.8,9.2,8,8.2,2.4,5.4,2.9,Lifestyle,2.4,2.7,5.1,1.8,I rarely spend too much time online.,0.82,0.72,Neutral,Low,23.8,3.8,34.3
P0475,31,Other,Freelancer,2,0.1,43,23,7,38.8,2.2,3,9.3,9.2,9.5,2.9,5.5,8.9,1.7,9.2,3.8,1.5,7.7,8,2.9,1.2,9.7,Gaming,3.5,2.5,4.1,7.7,I mainly use YouTube for learning.,0.18,0.28,Neutral,Low,24.6,3.2,36.2
P0476,19,Other,Student,6.9,3.7,50,26,5.6,14.5,5.7,5.8,3.8,7.8,2.5,6.2,2.8,7,5.7,5,5.8,4.4,4,5.5,4.7,3.7,1.3,Educational,5,6.5,2,4.4,I sometimes get distracted while studying.,-0.38,0.14,Neutral,Moderate,56.8,6,62.4
P0477,16,Female,Creator,3.7,1.7,26,35,2.1,24,2.1,2.7,7.2,5.1,6,8.4,3.8,9.2,2.2,8.8,2.1,6.9,7.8,7.2,1,7.9,6.8,Shorts,8.2,2.4,6.3,7,I use social media casually.,-0.07,0.69,Neutral,Low,20.8,2.5,42
P0478,16,Other,Freelancer,6.8,6.1,46,58,3.7,87.2,4.4,5.4,9.9,2.8,7.5,3.4,4.4,6.4,6.1,3.8,2.3,9.8,3.5,5.6,6.1,8.2,1.6,Memes,4.5,5.6,7.4,5,I sometimes get distracted while studying.,-0.58,0.89,Excited,Moderate,55.2,5.2,56.1
P0479,26,Female,Freelancer,10.4,9.5,36,112,3.5,111.5,8.8,9.4,4.5,7.5,2.7,1.3,3.4,8.5,7.7,2.6,3.6,8.3,3,3.8,8.2,8,2.7,Shorts,3.5,8.8,9.2,5.6,I cannot stop scrolling reels late at night.,0.58,0.1,Stressed,High,85.8,7.6,79.1
P0480,24,Male,Employee,5.6,5.2,20,114,2.7,62.6,4.3,4.8,6,2.1,7.5,4.7,2.1,2.2,6.5,4.3,6.3,7.2,3,6.2,6,9.3,1.5,Gaming,8.5,5.9,3.3,1.9,I occasionally lose track of time online.,0.12,0.28,Neutral,Moderate,55,4.8,51.6
P0481,22,Female,Student,5.4,1.4,26,22,5.5,9.7,5.1,7,7.1,9.8,10,6.9,3.3,9.8,7,3.4,8,1.4,2.9,6.3,4.2,4.3,3.2,Lifestyle,3.3,6.6,1.3,3.4,I occasionally lose track of time online.,0.65,0.67,Excited,Moderate,59.8,5.8,69.9
P0482,26,Female,Freelancer,8.5,1.6,32,124,9.4,37.8,8.3,8.6,10,6.3,6.9,2.9,2.9,7.5,9,0.4,3.6,1.4,0.2,4.8,9.5,3.8,5.5,Memes,3.5,9.4,8.1,4.7,I constantly switch between apps during study time.,1,0.19,Anxious,High,89.6,8.8,82.8
P0483,34,Male,Employee,5.3,1,26,11,8.1,74.1,6.5,7.5,8.1,6.5,5.1,1.1,9.7,8.7,4.5,5.9,3.2,4.7,6.5,6.3,5.6,5.1,2.8,News,2.4,6.1,3.6,3.4,I use social media for entertainment daily.,-0.1,0.24,Excited,Moderate,60.4,6.1,60
P0484,28,Other,Employee,8.9,7.3,45,62,5.3,103,8.7,9,4.8,9,5.2,1.9,9.1,3.3,9.7,0,3.8,9.2,0.4,4.5,7.2,4.7,5.5,Reels,1.2,9.5,3,2.3,I feel mentally tired after social media usage.,0.88,0.9,Restless,High,88.2,8.1,73.9
P0485,16,Other,College Student,4,1.2,59,75,5.4,49.2,5.6,6.7,6.1,9.6,7.7,5.8,8.2,9.1,6.8,3,1.3,9.7,3.4,7,6.2,1.2,5.3,News,1.8,7.2,3.3,7.2,I sometimes get distracted while studying.,-0.21,0.58,Excited,Moderate,65,5.5,71.1
P0486,26,Other,Student,7,6.6,22,143,4.7,116,4.9,6.3,5.4,9.1,2.4,1.2,5.2,2.9,6.4,3.7,2.8,3.3,3.6,5.5,5.4,3.1,2.4,News,8.1,6.4,4.1,7.5,I occasionally lose track of time online.,-0.77,0.22,Neutral,Moderate,58.8,5.8,50.3
P0487,19,Other,Student,9,5.2,49,22,3.2,59.1,9.9,11.7,8,4.1,1.1,1.2,6.7,4.1,9.9,1.1,4.5,9.8,-0.6,4.5,7,8.4,3.3,Memes,8.6,10.4,9.7,6.4,I cannot stop scrolling reels late at night.,-0.92,0.24,Restless,High,97.8,8,81.3
P0488,24,Female,College Student,1.3,1.1,45,119,6.7,89.4,2.6,3.5,4.7,8.8,9.8,6.5,9.8,4,1.9,7.3,4.2,9.4,7.5,8.3,1.3,9,3,Reels,6.5,3,9.3,2.6,I rarely spend too much time online.,0.97,0.94,Neutral,Low,24.6,3.1,34.2
P0489,35,Other,Creator,2.9,1.9,48,37,9.8,43.5,2.1,2.2,2,6.3,8.6,7.7,2.8,9.5,2.3,7.7,4.4,4.8,8.3,7.5,2.5,8.3,4.8,Lifestyle,8.6,2.6,3.5,6.6,I rarely spend too much time online.,-0.87,0.79,Neutral,Low,23.4,4.3,43.4
P0490,22,Male,Employee,11.3,9,18,38,6.4,105.7,9.7,10.3,9,9.1,1.4,1.3,3.8,7.8,8.8,0.3,5.5,7.3,0.7,3.3,8.8,4.5,4.9,Reels,9.5,9.6,3.7,7.9,I feel mentally tired after social media usage.,-0.1,0.38,Stressed,High,94.4,9.1,84.4
P0491,17,Male,Freelancer,10.4,6.7,57,108,1.2,88.6,8.1,9.6,9.5,4.5,4.3,4.4,6.1,9,8.4,0.8,2.6,9.6,1.3,3.8,7.9,5.7,2.3,Lifestyle,6.9,8.7,9.7,3.4,I feel anxious without checking my notifications.,-0.19,0.76,Anxious,High,85.4,7,84.2
P0492,21,Other,Employee,7.2,2.7,17,116,7.9,99.9,7,7.5,2.9,4,7.2,2.4,2,4.7,5.3,4.5,4,8.2,4.5,5.4,4.4,8.4,9.6,Lifestyle,2.7,6.3,3.2,8.4,I spend a moderate amount of time on social media.,-0.94,0.24,Excited,Moderate,61,6.9,56.4
P0493,23,Female,Creator,10.1,8.3,45,39,9.3,38.1,8.2,9,2.6,2.8,4.9,4.8,4.7,6.9,7.9,1.7,7.8,1.9,1.6,4,8.7,2.5,4,Reels,5.7,9,9,4.3,I feel mentally tired after social media usage.,-0.2,0.52,Anxious,High,85.6,8.9,81.7
P0494,24,Other,Student,12,2,28,118,8.1,30.8,8.2,8.2,1.7,9.9,1.4,6.6,9.4,3,7.9,1.7,3.2,3.6,1.6,3,8,6.8,8.2,News,7.9,8.3,9.5,1.4,I cannot stop scrolling reels late at night.,0.32,0.52,Restless,High,81.2,9.1,75.3
P0495,20,Male,Freelancer,4.3,3.1,57,75,1.5,109.4,4.2,4.5,5.9,1.3,7.1,8.1,9.9,5.3,4.8,5.1,5.2,4.3,4.7,6.8,4.2,6.1,8.3,Educational,5.1,4.8,5.7,4.6,I occasionally lose track of time online.,0.25,0.92,Neutral,Moderate,45,3.7,53.8
P0496,18,Male,Employee,11.6,0.6,15,75,7.4,119.2,9.4,9.8,3,6.7,1.7,8.1,5,2.4,9.8,1.1,9.2,9.9,0.3,3.2,7.1,7.6,5.2,Lifestyle,3.5,10.2,5.9,8.2,I feel anxious without checking my notifications.,-0.99,0.09,Restless,High,92.6,9.6,85.2
P0497,35,Male,College Student,10.5,3.8,13,99,1.4,40.4,8.7,9.7,9.6,8,8.8,6.2,4.2,4.3,9.9,-0.7,7.8,9.5,-0.6,3.8,7.4,2,3.4,Reels,1.2,10.2,2.3,7.5,I feel mentally tired after social media usage.,0.35,0.15,Anxious,High,91.8,7.6,84.6
P0498,31,Other,Employee,2.9,1.4,41,52,4.4,103.5,1.2,2.4,6.7,5.7,5.8,8.5,5.5,6.5,1.6,9.1,3.6,1.3,8.5,7.5,2.7,2.1,7.3,Lifestyle,4,2.2,5.1,5.5,I can control my screen usage effectively.,0.16,0.67,Calm,Low,20.2,2.5,37.7
P0499,35,Other,Freelancer,4.9,1.9,18,147,8.1,74.9,4.7,5.4,6.9,2.9,9.4,2.2,6.6,2.8,5.6,4.9,6.8,6.7,3.6,6.5,5.7,1.5,5.6,Shorts,7.1,5.5,2.7,6.4,I sometimes get distracted while studying.,-0.55,0.35,Neutral,Moderate,53.8,5.8,47.8
P0500,35,Female,Freelancer,9.6,0.8,40,15,9,32.6,8.1,8.5,3.1,7.1,7.9,2.3,3.5,7.9,9.3,0.4,9.5,3,0.1,4.2,9.6,6.4,1.2,News,6.1,9.4,1.9,9.1,I feel anxious without checking my notifications.,0.44,0.48,Anxious,High,89.8,9,82.6
P0501,32,Female,College Student,8.9,1.7,5,99,7.3,37.6,9.1,9.7,5.4,8.5,2,5.2,9,2.5,7.5,2.6,9,3.3,3.1,4.5,9.1,9.9,9.2,Reels,6.8,8.7,5.4,7.2,I feel anxious without checking my notifications.,-0.04,0.92,Stressed,High,88.2,8.2,77.7
P0502,35,Male,Employee,5.9,0.9,58,104,5.8,29.9,4.5,5.5,8.8,7.3,4.9,4.3,5,1.2,6.7,3,3.7,2.6,2.4,6,4.6,3,5.2,Educational,7.3,5.9,5.7,1.4,I spend a moderate amount of time on social media.,0.59,0.2,Neutral,Moderate,54.4,5.7,49
P0503,17,Other,Student,3,1.1,38,131,9.6,115.3,1.8,3.1,4.5,1.1,7.6,5.6,6.1,5.6,2.7,6.8,1.4,2.1,6.9,7.5,2.6,4.8,3.8,Educational,6.2,2.6,6.7,6.5,I rarely spend too much time online.,0,0.97,Neutral,Low,25.6,4.3,36
P0504,27,Male,Freelancer,4.7,2.7,37,133,2.8,40.7,6.1,6.8,5.4,6.8,5.7,1.3,3.3,7.7,4.1,5,7.6,5.5,5.5,6.7,6.6,9.5,8.3,Educational,9.6,5.3,4.1,6.7,I occasionally lose track of time online.,0.51,0.85,Neutral,Moderate,57.8,4.4,56.8
P0505,33,Female,Employee,9.8,0,14,112,8.7,6.5,9.3,9.9,9.9,6.5,4.4,8.4,3.2,5.7,7.8,2.1,3.2,6,1.9,4.1,9.7,8.6,2.9,Memes,5.7,8.7,6,5.5,I cannot stop scrolling reels late at night.,-0.11,0.4,Restless,High,90.8,8.9,89.3
P0506,35,Female,Employee,7,4.6,39,148,8.2,51.6,5.8,7.7,1.1,4.8,8.2,8.6,5,6.9,6.6,3.3,4.1,8.2,3,5.5,6.5,3.9,5.3,Lifestyle,6.4,6.9,6.5,1,I spend a moderate amount of time on social media.,-0.63,0.72,Neutral,Moderate,67,6.9,73.5
P0507,18,Female,Freelancer,1.6,0.2,46,24,7.2,113.5,1.8,2.4,3.7,1.4,2.1,2.7,5,7.6,2.5,6.6,2.8,7.4,7.9,8.2,1.2,7.5,9.5,Lifestyle,4,2.5,9.6,4.4,I can control my screen usage effectively.,-0.8,0.17,Calm,Low,20.8,3.3,31.1
P0508,31,Other,Freelancer,9.9,6.5,57,58,8.9,114.1,8.2,9.3,3.8,9.4,1.1,4.7,3.2,5.7,7.6,2.7,2.5,5.3,2.1,4,8.1,2,1,Memes,1.1,8.9,9.4,7.2,I constantly switch between apps during study time.,-0.17,0.88,Anxious,High,84.2,8.7,78.8
P0509,16,Male,Freelancer,8.6,4,54,73,8.5,81.9,9.8,11.4,3.6,2.4,6.3,2,4.1,4.9,7.6,3,6.4,2.2,2.5,4.7,7.6,7.2,9.9,Reels,8.2,8.9,2.3,9,I spend hours watching shorts without realizing time.,-0.27,0.8,Restless,High,90.6,8.6,78.3
P0510,20,Female,Creator,11.8,9.2,53,68,5.7,101.2,8.8,9.2,1.6,7.3,6.8,2.9,4.7,6.3,8.7,1.4,5.2,7.3,1.5,3.1,9.7,1.3,1.7,Shorts,8.5,9.2,9.8,2.3,I constantly switch between apps during study time.,-0.1,0.69,Anxious,High,91.2,8.8,82.2
P0511,34,Male,Creator,10,8,50,62,7.2,28.8,8.2,9.9,2.9,1.4,8.7,5.4,9.8,2.4,9.1,1.1,5,2.4,1.9,4,8.2,5.9,7.5,Memes,1.1,8.9,6,1.7,I feel mentally tired after social media usage.,-0.7,0.94,Anxious,High,88.6,8.6,78.1
P0512,33,Other,Freelancer,4,0.8,6,95,7.8,50.5,5.9,6,3.2,7.8,5.3,3.7,3,2.4,4.3,6.4,6.8,7.9,5.1,7,6.7,2.4,8.8,Lifestyle,8.8,5.8,5.2,7.6,I use social media for entertainment daily.,0.15,0.87,Neutral,Moderate,57.4,5.5,52.2
P0513,35,Other,Student,9.1,8.5,23,124,9.4,22.2,9.9,10.1,8.5,1.4,1.8,4.4,2.5,4.1,7.6,2.9,1.2,3.6,3.4,4.5,7.5,5.7,3.3,Educational,9.9,9.1,8.7,2.8,I spend hours watching shorts without realizing time.,0.58,0.2,Restless,High,88.4,9,79.1
P0514,35,Other,Creator,3.8,2.4,31,14,7,35.4,2.3,2.6,3.7,8.1,2.5,2,1.2,1.4,2.7,7.3,9.9,5.1,6.3,7.1,2.7,1.2,1.9,Reels,7.1,3.3,7.6,2.5,I can control my screen usage effectively.,-0.19,0.3,Neutral,Low,27.2,4,25.5
P0515,20,Female,Employee,6.8,6.7,32,24,1.8,8.1,4.8,5.8,7.5,9.4,4.7,10,7,1.9,4.2,5.3,7.6,6.3,5.2,5.6,4.1,1.8,6.5,Educational,1.8,5.3,6.3,1.8,I occasionally lose track of time online.,-0.64,0.12,Excited,Moderate,48.4,4.4,54.2
P0516,22,Female,Employee,2.8,2,13,14,5.1,77.4,2.8,4,10,4.3,2.4,8.1,6.7,3.4,1.6,8.6,9,2.2,8.2,7.6,2,7.9,1.2,Educational,8.8,2.5,9.5,5.4,I use social media casually.,0.93,0.49,Neutral,Low,25.8,3.1,36.6
P0517,21,Female,College Student,7,1.5,14,136,8.2,94.9,6.1,6.4,5.1,2.8,8.2,2,2.9,5.8,4.6,5.9,1.6,7.4,5.5,5.5,6.9,3.4,5.7,Gaming,9.8,5.6,5.3,1.8,I spend a moderate amount of time on social media.,0.93,0.79,Neutral,Moderate,59.2,6.5,56.1
